mgi_symbol
Col1a1
Itga3
Sgca
Foxm1
Itfg2
Nrip2
Tulp3
Gtf2h4
Tubb5
Ell2
Jup
Fkbp10
Klhl10
Nom1
Ergic1
Tnk1
Acap1
Tcea3
Ifrd1
Stk38l
Brpf1
Akr1b3
Hoxc11
Hoxc8
Hoxc6
Gstt1
Gstt3
Ddt
Tat
Marveld3
Ddx18
Ubl3
Gramd3
Eef1e1
Akt1
Cldn15
Il16
Tcirg1
Naglu
Coasy
Smo
Tspan33
Crnkl1
Rin2
Folh1
Chordc1
Rtcb
Pwp1
Fbxo7
Capns1
Lrp3
Folr1
Clpb
Septin7
Zdhhc4
Rac1
Nup214
Aif1l
Cpa3
Ltbp1
Ugp2
Kcnh6
Trmt1
Nacc1
Nfix
Slc1a5
Uba1
Vwf
Siae
Vsig2
Esam
Spa17
Fam50a
Emd
Taco1
Grik3
Gria3
Npas1
Sipa1l2
Ap4e1
Blvra
Pdzd4
Srpk3
Idh3g
Pnck
Ssr4
Bcap31
Fam98a
Ltbp2
Kmt2a
Ift46
Tmem25
Cd3g
Trappc6a
Supt6
Spag5
Unc119
Rab34
Sdf2
Ccne1
Hsf2bp
Bbc3
Mybpc3
Psmc3
Acp2
Rapsn
Slc39a13
Celf2
Nr1h3
Ddb2
Spi1
Sf3a1
Stat6
Clgn
Napsa
Vrk3
Smg9
Paxip1
Rmnd5a
Mov10
Ppm1j
Rhoc
Tead3
Ppard
Def6
Peg3
Zim1
Metrn
Lmf1
Ciao3
Angptl4
Dbf4
Daxx
Cd320
Ipo4
Tm9sf1
Rec8
Irf9
Gmpr2
Mdp1
Dhrs1
Ncan
Tmem161a
Armc6
Borcs8
Slc25a42
Snx9
Ranbp3
Ndufa11
Bmp8b
Nr2f6
Use1
Ocel1
Dyrk1b
Braf
Ndufb2
Hltf
Prpf6
Rgs19
Rgs20
Abhd3
Snrpd1
Tchp
Tiam1
Tsc2
Rpl3l
Slc9a3r2
Puf60
Golga2
Uck1
Scin
Ikzf4
Mien1
Pon1
Axl
Tgfb1
Ccdc97
Zfp40
Akap8l
Shh
Pdcd2l
Gtf2f1
Clpp
Alkbh7
Dennd1c
Med6
Prkd1
Lcp2
Cse1l
Naa20
Prkra
Fkbp7
Plekha3
Ykt6
Baz1b
Pex6
Mrpl2
Mea1
Gnmt
Grin2d
Kdelr1
Tmem143
Ggct
Jag2
Btbd6
Nudt14
Epdr1
Flii
Top3a
Atg4d
Qtrt1
Plin4
Hdgfl2
Chaf1a
Adprh
Tmem39a
Timmdc1
Pla1a
Mcm2
Tpra1
Nab1
Adgre5
Il17ra
Lamb1
Kcnn1
Arrdc2
Cd36
Map2k7
Timm44
Ap2a2
Pnkp
Med25
Bcam
Clptm1
Relb
Tomm40
Apoe
Apoc2
Hbp1
Prkar2b
Cdkn1b
Klf4
Ap1m1
Rab8a
Hmgn2
Fam32a
Elf3
Cyp2c29
Stard3nl
Stk11
Efna2
Atp5d
Ppp5c
Cdk12
Lipe
Pafah1b2
Tbc1d8
Cnot11
Slc2a3
Foxj2
Sri
Dgcr2
Irf3
Bcl2l12
Zfp959
Mpnd
Sh3gl1
Ebi3
Yju2
Ranbp2
Edar
Grk5
Dvl3
Abcf3
Eif2b5
Cyth2
Sult2b1
Car11
Dlgap1
Plag1
Hck
Mrpl4
Keap1
Ap1m2
Glg1
Btbd2
Csnk1g2
Abhd17a
Mob3a
Cacnb3
Ccdc65
Fkbp11
Ddx23
Pld3
Grik5
Cd79a
Rabac1
Etv3
Prkcsh
Elavl3
Rab3b
St8sia6
Fcgrt
Nosip
Pih1d1
Rps11
Supt5
Paf1
Timm50
Med29
Bicd1
Ncstn
Pex19
Phyhip
Crhr2
Inmt
Cyp4f18
Impdh1
Dusp3
Prodh
Ess2
Slc25a1
Dgcr6
Ddr1
Ier3
Fosb
Klc4
Ercc1
Cyp17a1
As3mt
Homer3
Crtc1
Rnf215
Sec14l2
Aven
Cp
Crot
Rps6ka1
Calb2
Snrnp200
Ciao1
Has1
Taf6l
Insig2
Kpna6
Man1a
Itpkc
Coq8b
Brd8
Kif20a
Farsa
Gcdh
Mast2
Dnase2a
Rad23a
Calr
Syce2
Nfat5
Nob1
Nqo1
Ppfia3
Gys1
Ruvbl2
Lin7b
Bax
Il7r
Tfam
Zfp81
Efnb3
Mmd
Hlf
Fam162a
Rpl8
Grm3
Ssbp2
Fancl
Brinp2
Gstm5
Gstm7
Gstm3
Stat3
Stat5a
Cavin1
Map3k11
Akt2
Dnaja3
Hmox2
Cdip1
Map3k20
Cwc15
Col5a3
Dnmt1
Ppan
Angptl2
Cacna1e
Cacna1b
Trmt10a
Etv1
Kifc2
Psap
Ikbkg
Pax2
Wars2
Atn1
Phb2
Ptpn6
Eno2
Emg1
Lpcat3
Atp6v1f
Clcn5
Clcn3
Hif3a
Gpx6
Pde1c
Utp20
Spic
9330159F19Rik
Cul3
Sst
Large1
Ddx56
Tmed4
Col26a1
Bid
Ralb
Ppp1cc
Dnajb11
Tbccd1
Clec11a
Zfp324
Gab2
Coro1c
Tax1bp1
Ctse
Ndrg2
Mettl17
Arhgef40
Pnpla6
Mcoln1
Arhgef18
Pkn2
Cd33
Etfb
Nkg7
Stxbp2
Pcp2
Sgce
Chn2
Wwox
Slbp
Aqp1
Arid3b
Cnn2
Polr2e
Abca13
Myo9b
Hdac9
Ly9
Cd244a
Adgre1
Mtfp1
Rab23
Rab11a
Eif2b2
Dlst
Pgf
Ulk2
Ccl24
Dgkq
Grap
Chmp2b
Plod3
Ap1s1
Mapk13
Srpk1
Pax3
Lbr
Crabp2
Nes
Bcan
Hapln2
Prcc
Rrnad1
Hdgf
Slc25a18
Thop1
Apba3
Matk
Pias4
Map2k1
Sgta
Nmrk2
Tmem242
Dtx2
Hspb1
Rasa4
Syt5
Hnrnpa2b1
Fxyd4
Ccdc130
Mri1
Prkacb
Sgsh
Chd5
Cstb
Sh2b2
Pex5
Jkamp
Cd44
Slc1a2
Eif2ak4
Wdr1
Slc2a9
Ccn4
Ndrg1
4930550C14Rik
Man2b1
Klf5
Wdr83
Prdx2
Polr2a
Senp3
Corin
Plekha8
Spc25
Dnah2
Ripk4
Ufd1
Zfp287
Prlr
Letm1
Ubqln1
Fgfr4
Cadm3
Txn2
Slc1a6
Slc1a3
Crbn
Il5ra
Msh6
Fbxo11
Mlxipl
Tbl2
Bud23
Nid1
Mcm5
Hmox1
Mprip
Cic
Pafah1b3
Il27ra
Prkaca
Asf1b
Ddx39a
Dnajb1
Usp40
Kbtbd4
Celf1
Ndufs3
Por
Igf1r
Insr
Fcer2a
Cyp2a5
Atp4a
Trim28
Ube2m
Adcy9
Mef2c
Ctr9
Eif4g2
Irag1
Pcyt1a
Zfp592
Psmd4
Tmod4
Insrr
Snx6
Mthfd2
Kit
Tomm40l
Nr1i3
Apoa2
Pan2
Cs
Ampd3
Bcas2
Sh2d1a
Ctcf
Pard6a
Agrp
Pvalb
Tfap4
Ranbp1
Cd247
Rfx5
Psmb4
Mmp8
Slc30a4
Sqor
Bloc1s6
Metap1
Gpr108
Tnfsf14
Gata6
Rsl1d1
Cnga2
Apc
Reep5
Ergic3
Uqcc1
Ncoa2
Trh
Nr2c2
Nr2c1
Smpd4
Pex1
Otx1
Kctd20
Itgae
Ctns
P2rx5
Shpk
Trpv1
Ephb3
Tuft1
Rcn1
Dnase1
Trap1
Naa60
1700037C18Rik
Ankrd13d
Tpr
Odr4
Prg4
Dhx34
Kptn
Napa
Sra1
Atp5g1
Snf8
Tbcb
Inpp5k
Crkl
Eps8l1
Clint1
Cdkal1
Rhox6
Cdcp3
Htra1
Zbtb17
Clcnkb
Fam131c
Fblim1
Hspb7
Epor
Ccdc159
Mob1b
Atp6v1b1
Atp6v1b2
Eps15l1
Tep1
Ttc5
Osgep
Aamp
Tmbim1
Arpc2
Kmt2b
Zbtb32
Upk1a
Tmem147
Rps9
Tfpt
Susd2
Ggt5
Ggt1
Crip2
Crip1
Cbfa2t3
Fbln1
Pgrmc1
Gcat
Tek
Mpl
Elovl1
Med8
Hyi
Cdc20
Adamts4
Nectin4
Pfdn2
Rnf114
Steep1
Neurl1a
Srm
Epha2
Rbm14
Actn3
A530013C23Rik
Zdhhc24
Bbs1
Slc34a3
Ndor1
Nsmf
Pdk1
Ptbp1
Mvd
Cyba
Itih3
Stimate
Sfmbt1
Itih1
Ihh
Prkag3
Atp7b
Slc4a1
Rundc3a
Slc4a3
Cdt1
Runx1t1
Snai3
Aprt
Gtf2h1
Hfe
Abhd1
Slc5a6
Tcf23
Nphs1
Aplp1
Qrich1
P4htm
Usp19
Pola1
Cdc42
Pknox1
D130043K22Rik
Gmnn
Acot13
Zfp184
Cyp27b1
Cdk4
B4galnt1
Mettl1
Tspan31
Kif5b
Saal1
Krt23
Cnp
Odad4
Sulf2
Sod2
Tmco6
Stambp
Ezh1
Hap1
P3h4
Ctnnb1
Eif1b
Chrd
Psmd2
Syngr3
Vars
Vwa7
Hspa1l
Slc44a4
Msh5
Abhd16a
Neu1
Ddah2
Clic1
Lsm2
Pole
Atp1a2
Casq1
Stx1a
Zfp775
Scube2
Mrpl49
Dennd2c
Mark3
Gatad1
Pcdha10
M6pr
Lrrc8a
Mc5r
Ppp2r1a
Fance
Tinf2
Tssk4
Hapln4
Dus3l
Gtpbp3
Tgfbr1
Homer1
Rad51c
Gabrb2
Cav1
Arpp19
Bcl2l1
Khsrp
Dio2
Ccdc124
Cct4
0610009B22Rik
Cpt1c
Twist2
Zfp655
Rhoa
Zmiz1
Ankrd26
Aldh16a1
Hnrnpa0
Prrg2
Hnrnph1
Ift43
Id3
Tcap
Arid1a
Crlf1
Ctsd
Rplp1
Hmgcll1
Ttc9b
Abhd8
Ift22
Fzd3
Mid1ip1
Ap2s1
Fgfrl1
Brme1
Fhl2
Emc10
Clstn3
Fbxw9
Spib
Fnbp4
Cers4
Scrn3
Phax
Tle1
1700109H08Rik
Relt
Snrpb2
Ubc
Prpf31
Sertad1
Carhsp1
Elk3
Herpud2
Rdh13
Adam21
Nutf2
Arpc5
Elavl2
Pou2f2
Mgst1
Nfib
Rab25
Ubqln4
Rbfox1
Rps18
Rpl10
Rps15a
Ncaph2
Hipk1
Gprc5b
Man1a2
Tppp2
Acyp1
Cd163
Hdac5
Rala
Clec3a
Vdac3
Slc1a7
Vps72
Gabpa
Bmp7
Dynll1
Pdcl
Tmem184b
Rsph14
Nf2
Cabp7
Zmat5
Ewsr1
Ap1b1
Derl3
Tbx1
Gnat2
Bcl2l13
2610028H24Rik
Dqx1
Ccl8
Lnpk
Prr29
Fam163b
Trpm5
Rarres2
Pttg1ip
Trpm2
Ube2g2
Mpo
Met
Slc16a12
Syn2
Elk1
Nav1
Tnpo1
Myod1
Otog
Rnmt
Kcnq1
Srp14
6330409D20Rik
Cdk9
Tor2a
Fpgs
Mrtfb
Cbx5
Apobec3
Sardh
Vav2
Tex15
Ppp2cb
G0s2
Dmap1
Pla2g12b
Mcu
Oit3
Tex11
Bcr
Fxyd5
Kcnd1
Tfcp2
Pou6f2
Pou6f1
Ubp1
Nuak2
Cilk1
Sdhb
Cox4i2
Snap47
Wnt3a
Kdsr
Vps4b
Rps25
Tafazzin
Kif19a
Aldh3a2
Zmynd10
Tmem115
Hyal2
Ifrd2
Hyal1
Tusc2
Nprl2
Slc38a3
Cacna2d2
Rassf1
Epn3
Rnf112
Slc3a2
Nxf1
Stx5a
Slc47a1
Pifo
Tnfrsf13b
Spire2
Prox1
Raver1
Bltp2
AI597479
Tmem86a
Optc
Tex14
Ifi35
Rdm1
Nedd8
Gosr1
Mrpl52
Kansl3
Eya4
Ebf3
Uckl1os
Myt1
Faf1
Gm266
Tsacc
Mettl16
Dazl
Apol7a
Pigyl
Rbm25
Psen2
Acaa1b
Plcd1
Fads1
Lmbr1
Tnfrsf22
Cars
Phlda2
Wnt2
Gabra1
Grid2ip
Kdelr3
Apip
Pdhx
Vac14
Mcoln2
Slc5a1
Akt1s1
Tbrg1
Adssl1
Cfap161
Brf1
Vipr2
Odc1
Thg1l
Adam19
Pabpc4
Exoc3l2
Zfp296
Plin5
Sugp1
Dhdh
Zfp790
Fsd1
Fuz
Sptbn4
Pgam1
Evi5
Evi5l
Snapc2
Git1
Gltp
Bnip2
Ccnt1
Scarf2
Brms1l
Med15
Dhdds
Crybg2
Ubxn11
Mogat1
Tjap1
Ehf
Rpl15
Tmem167
Steap4
Mplkip
Kif11
Rpa3
Mlkl
Tnpo3
Ttll5
Zfp715
Retn
Cdh23
Rps5
Podnl1
Adgrl1
Amotl1
Etv5
Gfod2
Enkd1
Atp6v0d1
Ptprs
Slc41a1
Fer1l4
Iglon5
Igf2bp1
Zfp651
Nelfb
Card14
Tmem175
Bcas1
Tango2
Aldh1a2
Ndufs2
Snx31
Atraid
Cad
Sh3bp5l
Atad1
Pten
Pea15a
Timm23
Tnfaip8l2
Trnt1
Ly6g6e
Ehmt2
Elof1
Med16
St3gal1
Tmem259
Rnf170
Clip3
1700020L13Rik
Myl2
Dedd
Mcemp1
Nit1
Pax5
Prdm15
Rnf168
Dynlt2b
Chp1
Trpv4
Klhl3
Tvp23b
Dnajc7
Zfp385c
Cacybp
Cluap1
Zswim7
Pigl
Ndufa2
Pam16
Glis2
Cox6c
Bicc1
Ube2z
Tmem87b
Anapc1
Mertk
Tsg101
Hps5
Map3k4
Piezo1
Blk
Rnf166
Ankrd28
Ankrd52
Pkd2l2
Srp19
Clec4f
Wdfy2
Rbsn
Mrps25
Dguok
Camta1
Csf1
Strip1
Kif1a
Slc25a11
Chrne
Cmc2
Chfr
Hoxa2
Adam28
Ankrd53
Tex261
Fam120b
Tbp
Psmb1
Pdcd2
Dll1
Nol3
Fhod1
Plekhg4
Slc9a5
Elmo3
Stc1
4931428F04Rik
Tppp3
Msh3
Adamts13
Tmem208
E2f4
Surf4
Surf2
Dnajb9
Naf1
Yes1
Ppp1cb
Gorasp2
Tsen15
Efr3a
Trappc2l
Acsf3
Ddx19a
Galns
Gata2
C8g
Entpd2
Rabl6
Ptgds
Edf1
Clic3
Npdc1
Fbxw5
Slc25a13
Ube2i
Tsr3
Unkl
Lrrk1
Aldh1a3
Actn1
Sirt2
Hnrnpl
Nolc1
Casd1
Cnksr3
Mtmr1
Hmgb3
Map2
Cyp2j9
Abca1
Nipsnap3b
Lage3
Ubl4a
Gdi1
Sash1
Gadd45b
Slamf6
Slamf1
Zdhhc12
Endog
Cybb
Golga7
Xk
Pcolce2
Cd48
Clpx
Trabd
Mov10l1
Dennd6b
Cd83
Cltrn
Ace2
Gzmb
C4a
Ager
Atf6b
Egfl8
Notch4
Ppt2
Prrt1
Rnf5
Fam163a
Cacfd1
Hivep2
Arnt
Itga2
Mocs2
Nat9
Lpl
Atp6v0e
Nkx2-5
Zfp318
Ttbk1
Srf
Gata3
Gata5
Lama5
Steap1
Steap2
Hspa8
Serac1
Pdzd11
Psma2
Mrpl32
Setdb1
Anxa9
Arnt2
Prune1
Cers2
Capza2
Plekho1
Vps45
Prpf3
Anp32e
Aph1a
Tab2
Ppil4
Cnih1
Eps8
Med22
Surf1
Med28
Qdpr
Tnr
Sqstm1
Nfe2l2
Rxrg
Rxra
Adamtsl4
Fcrls
Cd5l
Prpsap1
Fam184b
Ncapg
Lcorl
Lta4h
Amdhd1
Dstn
Macroh2a1
Gtf2ird2
Bola1
Castor2
Fcgr1
Ncf1
Wnt11
Adss
1700016C15Rik
Il17rb
Cacna1d
Chdh
Actr8
Lrrc27
Stk32c
Fnta
Mtrex
Lbp
Celsr1
Fli1
Stard13
Tenm1
Camk1g
Utp25
Hsd11b1
Syt14
H2-M3
Lonrf3
Atp5e
Nelfcd
Tubb1
Ctsz
Prelid3b
Sertad4
Ube2a
Slc25a5
Atp1b4
Ppdpf
Kcnq2
Eef1a2
Col20a1
Pls3
Mpped2
Nkap
Ndufa1
Wt1
E2f3
Cr1l
Ppfibp1
Cd46
Cd34
Plgrkt
Cd274
Gtf3a
Mtif3
Lnx2
Dyrk3
Mapkapk2
Lamp2
Atxn10
Foxred2
Eif3d
H3f3b
Nup50
Phf21b
Ift27
Pacsin2
Cmah
Ttll12
Bik
Scube1
Tox4
Mrps18c
Sulf1
Srsf6
Plcg1
Kctd2
Tmprss6
Kctd5
Etaa1
Matn4
Slpi
Rbpjl
Sdc4
Il13ra1
Nbr1
Cyth1
Rnd3
Brca1
Cntnap1
Nt5c3b
Coa3
Med24
Psmd3
Exosc10
Glod4
Vps53
Taok1
Dnttip1
Tnnc2
Acot8
Cd300lg
Mpp2
Vtn
Nlk
Traf4
Aldoc
Stac2
Rpl19
Nek8
Cacnb4
Plxdc1
Arl5b
Zfp207
Psmd11
C1qtnf1
Pipox
Timp2
Zc3h18
Top2b
Rarb
Igfbp4
Cdc6
Suz12
Atad5
Crlf3
Tns4
Tnfaip1
Abr
Rab11fip4
Cd40
Slc35c2
Zfp334
Elmo2
Wsb1
Ttpal
Rhot1
Hnf4g
Rhbdl3
Ada
Serinc3
Tha1
Pgs1
Birc5
Afmid
Pigt
Wfdc2
Etv4
Dbndd2
Mmp9
Slc12a5
Ghdc
Pltp
Slc12a7
Ctsa
Zswim1
Slc12a4
Myo1c
Crk
Cox7c
Pitpna
Mlx
Retreg3
Jph2
Dhx58
Rab5a
Nkiras2
Ppp2r5c
Ift52
Mybl2
Sgk2
Eya2
B4galt5
Gdap1l1
Hnf4a
Ptgis
Cadps2
Ddx27
Cyth3
Cyth4
Rac3
Rrp7a
Cyb5r3
Ints2
Med13l
H2bc4
Baiap2l2
Mafk
Med1
Erbb3
Stard3
Ikzf3
Mfng
Vmp1
Uchl5
Glrx2
Ro60
Stk4
Wfdc15b
Pmp22
Gdf9
Zcchc10
Tbx5
Psmb6
Spag7
Pfn1
Tomm34
Ywhab
Ksr1
Gpx3
Anxa6
Il12rb2
Zkscan6
Kpna2
Smurf2
Cep95
Vezf1
Cuedc1
Srsf1
Abi3
Shroom1
Kif3a
Septin8
Mtmr4
Mrm1
Mapt
Kansl1
Gid4
Myo1b
Dhx40
Ypel2
Akap1
Nol11
Derl2
C1qbp
Rpain
6330403K07Rik
Slc13a3
Kcnab3
Chd3
Kdm6b
Appbp2
Wnt9b
Adora2b
Ncor1
Trpv2
Cenpv
Pcgf2
Cwc25
Pip4k2b
Trim37
Ybx2
Ctdnep1
Elp5
Slc2a4
Gabarap
Cldn7
2810408A11Rik
Phf23
Acadvl
Dnah11
G3bp1
Atox1
Glra2
Sparc
Mief2
Tbx3
Crhr1
Dusp14
Tada2a
Ikzf1
Pnpo
Cog1
Cbx1
Cdk5rap3
Copz2
Slc25a39
Sp2
Aatf
Lhx1
Dync1h1
Cpsf4l
Pex12
Ndel1
Slc25a35
Zbtb4
Tnfsfm13
Mpdu1
Fxr2
Atp5g3
Cd68
Slc35g3
Acsl1
Abca5
Smyd4
Lsp1
Zfyve27
Avpi1
Sfrp5
Myh11
Rad51d
Fndc8
Unc45b
Pank3
Rars
Wwc1
Mrpl58
Fdxr
Sult4a1
Mrpl45
Mb
Irf1
Slc22a5
P4ha2
Arrb1
Csf2
Cxcl16
Pelp1
Med11
Alox15
Ccl6
Natd1
Map2k3
Ywhah
Sart3
E2f2
Slfn3
Nars2
Slc35b4
Dnah1
Dalrd3
Fis1
Plod1
Rab3d
Mfsd3
Slc25a22
Atp6ap1
Dnase1l1
Aldh3a1
Ccl9
Scrn1
BC005537
Isyna1
Hars2
Cacng2
Tmem160
Rab5c
Mdh2
H13
Rnf145
Scn1b
Atp6v1e1
Chtf18
Lhx9
Etnppl
Rps6kl1
Ppp1r12c
Ahr
Map1s
Dpep1
Tmem129
Nop9
Atp6v0a1
Psmc3ip
Grb7
Noxo1
Aoc3
Zfp687
Gdpd2
D8Ertd738e
Sec14l4
Calm3
Cops3
Fkbp8
Ddx39b
Gipc1
Tlcd1
Plscr3
Ptger1
Arhgef25
Xab2
Cdc37
Rab4a
Trip10
Cops6
Ubb
Ap4m1
Gyg
Rcn3
Slc6a8
Arid3a
Pdk4
Ubxn6
Mydgf
Cyb561
Sema6a
Ccdc12
Fmc1
Akt3
Mrpl24
Gle1
L3hypdh
Lyst
Slc35e1
Calr3
Tmc4
Syne4
Polr2i
Krt10
Iyd
Rmnd1
Ccdc170
Esr1
Vip
Fbxo5
Mtrf1l
Rgs17
Hdac2
Frk
Rwdd1
Clvs2
Trdn
Hey2
Stxbp5
Hint3
Trmt11
Katna1
Pcmt1
Lrp11
Mtres1
Sec63
Nr2e1
Snx3
Aig1
Adat2
Pex3
Fuca2
Cep57l1
Ltv1
Plagl1
Cd164
Utrn
Smpd2
Mical1
Zbtb24
Grm1
Wasf1
Rab32
Gtf3c6
Slc16a10
Rev3l
Traf3ip2
Fyn
Tube1
Lama4
Popdc3
Prep
Tnfaip3
Perp
Arfgef3
Hebp2
Reps1
Fam184a
Asf1a
Gopc
Qrsl1
Rtn4ip1
Nmbr
Crybg1
Vta1
Smpdl3a
Reep3
Fabp7
Pkib
Serinc1
Hsf2
Rspo3
Echdc1
Mgat4c
Ptprk
Nts
Dcbld1
Lrriq1
Ros1
Slc6a15
Ccdc59
Lama2
Gprc6a
Lin7a
Ppp1r12a
Fam162b
Sim1
P4ha1
Septin10
Lims1
Zwint
Ube2d1
Dcn
Kera
Mrln
Slc17a8
Epyc
Cdk1
Atp2b1
Rhobtb1
Cabcoco1
Arid5b
Actr6
Uhrf1bp1l
Poc1b
Dusp6
Tmpo
Kitl
Psen1
Sgk1
Cep290
Ikbip
Hbs1l
Epb41l2
Apaf1
Myb
Med23
Ahi1
Arg1
Nedd1
Enpp3
Pde7b
Mtfr2
Map7
Ccn2
Stx7
Moxd1
Pex7
Ifngr1
Vnn3
Cfap54
Cdk17
Hal
Snrpf
Ntn4
Usp44
Fgd6
Ndufa12
Tmcc3
Cep83
Socs2
Nudt4
Nuak1
Tcp11l2
Rfx4
Cry1
Btbd11
Timp3
Hsp90b1
Pah
Ascl1
Igf1
Washc3
Dram1
Sycp3
Mybpc1
Slc5a8
Sirt1
Herc4
Mypn
Hnrnph3
Rufy2
Pbld2
Ccar1
Ddx21
Ddx50
Srgn
Vps26a
Supv3l1
Hkdc1
Fam241b
Aifm2
Macroh2a2
Tysnd1
Sar1a
Ppa1
Npffr1
Eif4ebp2
Pald1
Tbata
Sgpl1
Pcbd1
Unc5b
Slc29a3
Vsir
Slc16a7
Lrig3
Anapc16
Ddit4
Dnajb12
Micu1
Cand1
Tbk1
Pno1
Plek
Srgap1
Egfr
Avpr1a
Usp15
Vps54
Tbc1d15
Pcsk4
Rab21
2310011J03Rik
Peli1
Apc2
Thap2
Lgr5
Slc1a4
Dock2
Rab1a
Gamt
Ptprr
Actr2
Ndufs7
Ptprb
Kcnmb1
Pwwp3a
Gabrp
Meis1
Uqcr11
Cnot2
Tcf3
Best3
Frs2
Yeats4
Cobl
Rab36
Grb10
Adora2a
Snrpd3
Nav3
Ddc
Cpm
Mdm2
E2f7
Csrp2
Osbpl8
Mknk2
Zpbp
Cabin1
Ap3d1
Phlda1
Sf3a2
Mdm1
Jsrp1
Wif1
Timm13
Vps13d
Llph
Tmbim4
Irak3
Helb
Prmt2
Dip2a
Hmg20b
Tektip1
Fzr1
Ncln
Col6a2
Hcfc2
Nfyb
Txnrd1
Glt8d2
Ppm1m
Nopchap1
Aldh1l2
Wdr82
Glyctk
Pofut2
Slc36a1
Adarb1
Appl2
Slc36a2
Sumo3
Hint1
Lyrm7
Fbxw11
Stk10
Papolg
Rel
Pfkl
Il9r
Pus10
Rhbdf1
Pex13
Cfap410
Mpg
Ahsa2
Nprl3
Xpo1
Nsg2
Cpeb4
Stc2
Asb3
Cdc34
Tpgs1
Chac2
Erlec1
Shc2
Sptbn1
Wdpcp
Mdh1
Fstl3
Ccng1
Fgf22
Nudcd2
Polrmt
Hmmr
Hcn2
Acsl6
Slc22a4
Zfp354b
Cyfip2
Mgat1
Ppp2ca
Sgcd
Flt4
Hnrnpab
Phykpl
Hspa4
Cnot6
Gfpt2
Zfp354a
Mapk9
Canx
Rack1
Rasgef1c
Rufy1
Rnf130
Ltc4s
Rad50
Mrnip
Clk4
Sar1b
Jade2
Pdlim4
Cdkl3
Ube2b
Cdkn2aipnl
Kremen1
Itk
Nefh
Med7
Havcr2
Tnip1
Vdac1
Upp1
Slu7
Nipal4
Ascc2
Hus1
Pttg1
Zfp607a
Tns3
Btg2
Castor1
Igfbp3
Igfbp1
Pes1
Adcy1
Tcn2
4921536K21Rik
Osbp2
Gabrg2
Myo1g
Smtn
Arf5
2310033P09Rik
Guk1
Npc1l1
Rnf185
Limk2
Patz1
Eif4enif1
Trim11
Ogdh
Drg1
Rtn4
Mtif2
Rps27a
Cfap36
Ppp4r3b
Pnpt1
Efemp1
Myl7
Pold2
Zkscan17
Aebp1
Polm
Pgam2
Dbnl
Mrps24
Ccdc117
Dynll2
Xbp1
Supt4a
Septin4
Btnl10
2810021J22Rik
Ska2
Prr11
